ABS 	data_type       	    #ABS (absolute), REL (tangential), DIF (differential coorinates) or CPV (camera pointing vector)
Triton 	moon_entry         	    #Target body
0		time_entry             	#First time entry
3		amount_time_entries  	#Amount of time entries
DATE    time_type          	    #JD, MJD, J2000, DATE, MINsinceJDaddingtheJD
utc		time_scale		        #time scale,lower case
0		time_delta          	#hours away from standard time scale (i.e. utc-3 is -3)
3		RA_entry           	    #First RA or X entry
6		DEC_entry             	#First DEC or Y entry
1		number_observatories  	#Amount of observatories, needs extra definition which one if 1
286		observatory       	    #Ignored if more than 1 observatory
0		observatory_entrace	    #Ignored if 1 observatory
8		relative_body_entry  	#Ignored if ABS, can either be a name or entry position
False	process_relative        #Switch for processing relative observations or not
2020 10 24.697303 23 18 22.8154 -05 41 17.251 
2020 10 24.697882 23 18 22.8159 -05 41 17.220 
2020 10 24.698171 23 18 22.8137 -05 41 17.290 
2020 10 24.698449 23 18 22.8126 -05 41 17.265 
2020 10 24.698738 23 18 22.8122 -05 41 17.205 
2020 10 24.699028 23 18 22.8093 -05 41 17.268 
2020 10 24.699317 23 18 22.8074 -05 41 17.249 
2020 10 24.699896 23 18 22.8047 -05 41 17.306 
2020 10 24.700185 23 18 22.8030 -05 41 17.319 
2020 10 24.700475 23 18 22.8026 -05 41 17.327 
2020 10 24.700764 23 18 22.8013 -05 41 17.328 
2020 10 24.701053 23 18 22.7986 -05 41 17.367 
2020 10 24.701343 23 18 22.7953 -05 41 17.388 
2020 10 24.701632 23 18 22.7941 -05 41 17.356 
2020 10 24.701921 23 18 22.7930 -05 41 17.390 
2020 10 24.702211 23 18 22.7920 -05 41 17.410 
2020 10 24.702500 23 18 22.7923 -05 41 17.391 
2020 10 24.702789 23 18 22.7903 -05 41 17.356 
2020 10 24.703356 23 18 22.7878 -05 41 17.384 
2020 10 24.703646 23 18 22.7862 -05 41 17.439 
2020 10 24.703935 23 18 22.7855 -05 41 17.426 
2020 10 24.704225 23 18 22.7844 -05 41 17.390 
2020 10 24.704514 23 18 22.7831 -05 41 17.378 
2020 10 24.704803 23 18 22.7816 -05 41 17.447 
2020 10 24.705093 23 18 22.7773 -05 41 17.427
2020 11 13.528843 23 17 22.0692 -05 46 48.821  
2020 11 13.529647 23 17 22.0702 -05 46 48.836 
2020 11 13.530226 23 17 22.0698 -05 46 48.859 
2020 11 13.531962 23 17 22.0664 -05 46 48.827 
2020 11 13.532541 23 17 22.0625 -05 46 48.826 
2020 11 13.533698 23 17 22.0668 -05 46 48.789 
2020 11 13.534277 23 17 22.0630 -05 46 48.816 
2020 11 13.534855 23 17 22.0659 -05 46 48.815 
2020 11 13.535434 23 17 22.0612 -05 46 48.829 
2020 11 13.536591 23 17 22.0607 -05 46 48.816 
2020 11 13.537170 23 17 22.0588 -05 46 48.844 
2020 11 13.538328 23 17 22.0572 -05 46 48.811 
2020 11 13.538906 23 17 22.0576 -05 46 48.782 
2020 11 13.539485 23 17 22.0566 -05 46 48.804 
2020 11 13.540064 23 17 22.0543 -05 46 48.831 
2020 11 13.540642 23 17 22.0540 -05 46 48.811 
2020 11 13.541221 23 17 22.0539 -05 46 48.808 
2020 11 13.541800 23 17 22.0529 -05 46 48.776 
2020 11 13.542957 23 17 22.0514 -05 46 48.807 
2020 11 13.543536 23 17 22.0505 -05 46 48.805 
2020 11 13.544115 23 17 22.0497 -05 46 48.783 
2020 11 13.544693 23 17 22.0476 -05 46 48.789 
2020 11 13.545260 23 17 22.0489 -05 46 48.778 
2020 11 13.545839 23 17 22.0486 -05 46 48.821 
2020 11 13.546418 23 17 22.0475 -05 46 48.791 
2020 11 13.546997 23 17 22.0461 -05 46 48.778 
2020 11 13.547575 23 17 22.0440 -05 46 48.813 
2020 11 13.548154 23 17 22.0427 -05 46 48.787 
2020 11 13.548733 23 17 22.0437 -05 46 48.773 
2020 11 13.549311 23 17 22.0437 -05 46 48.817 
2020 11 13.549890 23 17 22.0422 -05 46 48.773 
2020 11 13.550469 23 17 22.0394 -05 46 48.758 
2020 11 13.551047 23 17 22.0406 -05 46 48.775 
2020 11 13.551626 23 17 22.0393 -05 46 48.773 
2020 11 13.552205 23 17 22.0376 -05 46 48.766 
2020 11 13.552784 23 17 22.0405 -05 46 48.817 
2020 11 13.553362 23 17 22.0376 -05 46 48.793 
2020 11 13.553941 23 17 22.0364 -05 46 48.794 
2020 11 13.554520 23 17 22.0352 -05 46 48.782 
2020 11 13.555098 23 17 22.0346 -05 46 48.772 
2020 11 13.555677 23 17 22.0355 -05 46 48.803 
2020 11 13.556256 23 17 22.0345 -05 46 48.752 
2020 11 13.556834 23 17 22.0306 -05 46 48.770 
2020 11 13.557413 23 17 22.0312 -05 46 48.784 
2020 11 13.557992 23 17 22.0329 -05 46 48.785 
2020 11 13.558571 23 17 22.0303 -05 46 48.760 
2020 11 13.559149 23 17 22.0302 -05 46 48.758 
2020 11 13.559716 23 17 22.0305 -05 46 48.782 
2020 11 13.560295 23 17 22.0277 -05 46 48.756 
2020 11 13.560874 23 17 22.0292 -05 46 48.775 
2020 11 13.561453 23 17 22.0241 -05 46 48.764 
2020 11 13.562031 23 17 22.0243 -05 46 48.762 
2020 11 13.563189 23 17 22.0237 -05 46 48.727 
2020 11 13.563767 23 17 22.0239 -05 46 48.792 
2020 11 13.564346 23 17 22.0208 -05 46 48.782 
2020 11 13.564925 23 17 22.0216 -05 46 48.759 
2020 11 13.565503 23 17 22.0201 -05 46 48.766 
2020 11 13.567818 23 17 22.0170 -05 46 48.759 
2020 11 13.568397 23 17 22.0162 -05 46 48.797 
2020 11 13.568976 23 17 22.0163 -05 46 48.759 
2020 11 13.569554 23 17 22.0167 -05 46 48.748 
2020 11 13.570133 23 17 22.0152 -05 46 48.742 
2020 11 13.571291 23 17 22.0159 -05 46 48.694 
2020 11 13.571869 23 17 22.0142 -05 46 48.750 
2020 11 13.572448 23 17 22.0140 -05 46 48.723 
2020 11 13.573015 23 17 22.0110 -05 46 48.719 
2020 11 13.573594 23 17 22.0094 -05 46 48.778 
2020 11 13.574172 23 17 22.0094 -05 46 48.733 
2020 11 13.575330 23 17 22.0081 -05 46 48.724 
2020 11 13.575909 23 17 22.0092 -05 46 48.705 
2020 11 13.576487 23 17 22.0060 -05 46 48.721 
2020 11 13.577066 23 17 22.0083 -05 46 48.725 
2020 11 13.578223 23 17 22.0074 -05 46 48.700 
2020 11 13.578802 23 17 22.0046 -05 46 48.726 
2020 11 13.579381 23 17 22.0038 -05 46 48.712 
2020 11 13.580538 23 17 22.0022 -05 46 48.736 
2020 11 13.581696 23 17 21.9979 -05 46 48.700 
2020 11 13.582274 23 17 22.0023 -05 46 48.708 
2020 11 13.583432 23 17 21.9994 -05 46 48.743 
2020 11 13.584010 23 17 21.9958 -05 46 48.683 
2020 11 13.585168 23 17 21.9974 -05 46 48.700 
2020 11 13.585747 23 17 21.9975 -05 46 48.696 
2020 11 13.586904 23 17 21.9971 -05 46 48.696 
2020 11 13.587483 23 17 21.9925 -05 46 48.689 
2020 11 13.588061 23 17 21.9910 -05 46 48.718 
2020 11 13.588628 23 17 21.9924 -05 46 48.697 
2020 11 13.589207 23 17 21.9919 -05 46 48.714 
2020 11 13.589786 23 17 21.9914 -05 46 48.664 
2020 11 13.590365 23 17 21.9867 -05 46 48.734 
2020 11 13.590943 23 17 21.9865 -05 46 48.729 
2020 11 13.591522 23 17 21.9897 -05 46 48.660 
2020 11 13.592101 23 17 21.9864 -05 46 48.705 
2020 11 13.592679 23 17 21.9872 -05 46 48.654 
2020 11 13.593258 23 17 21.9849 -05 46 48.673 
2020 11 13.593837 23 17 21.9837 -05 46 48.711 
2020 11 13.594994 23 17 21.9844 -05 46 48.687 
2020 11 13.595573 23 17 21.9827 -05 46 48.645 
2020 11 13.596730 23 17 21.9787 -05 46 48.708 
2020 11 13.597309 23 17 21.9776 -05 46 48.646 
2020 11 13.597888 23 17 21.9796 -05 46 48.650 
2020 11 13.599045 23 17 21.9798 -05 46 48.658 
2020 11 13.600203 23 17 21.9765 -05 46 48.689 
2020 11 13.600781 23 17 21.9779 -05 46 48.666 
2020 11 13.601360 23 17 21.9758 -05 46 48.666 
2020 11 13.601939 23 17 21.9729 -05 46 48.686 
2020 11 13.602506 23 17 21.9741 -05 46 48.648 
2020 11 13.603084 23 17 21.9745 -05 46 48.675 
2020 11 13.603663 23 17 21.9724 -05 46 48.656 
2020 11 13.604821 23 17 21.9711 -05 46 48.658 
2020 11 13.605399 23 17 21.9688 -05 46 48.638 
2020 11 13.605978 23 17 21.9707 -05 46 48.640 
2020 11 13.606557 23 17 21.9703 -05 46 48.648 
2020 11 13.607135 23 17 21.9686 -05 46 48.614 
2020 11 13.607714 23 17 21.9665 -05 46 48.664 
2020 11 13.608293 23 17 21.9667 -05 46 48.651 
2020 11 13.608872 23 17 21.9686 -05 46 48.658 
2020 11 13.609450 23 17 21.9667 -05 46 48.624 
2020 11 13.610029 23 17 21.9670 -05 46 48.651 
2020 11 13.610608 23 17 21.9640 -05 46 48.660 
2020 11 13.611765 23 17 21.9610 -05 46 48.628 
2020 11 13.612344 23 17 21.9627 -05 46 48.668 
2020 11 13.612922 23 17 21.9576 -05 46 48.622 
2020 11 13.613501 23 17 21.9625 -05 46 48.644 
2020 11 13.614080 23 17 21.9602 -05 46 48.659 
2020 11 13.614659 23 17 21.9589 -05 46 48.622 
2020 11 13.615237 23 17 21.9556 -05 46 48.644 
2020 11 13.616395 23 17 21.9552 -05 46 48.633 
2020 11 13.616973 23 17 21.9549 -05 46 48.611 
2020 11 13.618131 23 17 21.9533 -05 46 48.609 
2020 11 13.618698 23 17 21.9517 -05 46 48.676 
2020 11 13.619277 23 17 21.9542 -05 46 48.630 
2020 11 13.619855 23 17 21.9532 -05 46 48.590 
2020 11 13.621013 23 17 21.9499 -05 46 48.641 
2020 11 13.621591 23 17 21.9499 -05 46 48.655 
2020 11 13.622170 23 17 21.9492 -05 46 48.648 
2020 11 13.622749 23 17 21.9504 -05 46 48.583 
2020 11 13.623906 23 17 21.9456 -05 46 48.611 
2020 11 13.624485 23 17 21.9460 -05 46 48.592 
2020 11 14.535932 23 17 20.9977 -05 46 52.266
2020 11 14.536510 23 17 20.9979 -05 46 52.253
2020 11 14.537089 23 17 20.9959 -05 46 52.246
2020 11 14.537668 23 17 20.9966 -05 46 52.281
2020 11 14.538247 23 17 20.9954 -05 46 52.253
2020 11 14.538825 23 17 20.9927 -05 46 52.254
2020 11 14.539404 23 17 20.9937 -05 46 52.292
2020 11 14.539983 23 17 20.9916 -05 46 52.262
2020 11 14.540561 23 17 20.9927 -05 46 52.309
2020 11 14.541140 23 17 20.9935 -05 46 52.331
2020 11 14.541719 23 17 20.9905 -05 46 52.306
2020 11 14.542297 23 17 20.9894 -05 46 52.330
2020 11 14.542876 23 17 20.9899 -05 46 52.326
2020 11 14.543455 23 17 20.9893 -05 46 52.306
2020 11 14.544034 23 17 20.9890 -05 46 52.308
2020 11 14.544612 23 17 20.9897 -05 46 52.371
2020 11 14.545191 23 17 20.9869 -05 46 52.397
2020 11 14.545770 23 17 20.9853 -05 46 52.323
2020 11 14.546337 23 17 20.9870 -05 46 52.336
2020 11 14.546916 23 17 20.9840 -05 46 52.354
2020 11 14.547494 23 17 20.9831 -05 46 52.344
2020 11 14.548073 23 17 20.9842 -05 46 52.439
2020 11 14.548652 23 17 20.9818 -05 46 52.400
2020 11 14.549230 23 17 20.9822 -05 46 52.386
2020 11 14.549809 23 17 20.9806 -05 46 52.432
2020 11 14.550388 23 17 20.9790 -05 46 52.398
2020 11 14.550966 23 17 20.9831 -05 46 52.406
2020 11 14.551545 23 17 20.9787 -05 46 52.410
2020 11 14.552124 23 17 20.9781 -05 46 52.446
2020 11 14.552703 23 17 20.9792 -05 46 52.445
2020 11 14.553281 23 17 20.9782 -05 46 52.487
2020 11 14.553860 23 17 20.9798 -05 46 52.477
2020 11 14.554439 23 17 20.9737 -05 46 52.440
2020 11 14.555017 23 17 20.9755 -05 46 52.471
2020 11 14.555596 23 17 20.9759 -05 46 52.511
2020 11 14.556163 23 17 20.9755 -05 46 52.544
2020 11 14.556742 23 17 20.9729 -05 46 52.495
2020 11 14.557321 23 17 20.9765 -05 46 52.545
2020 11 14.557899 23 17 20.9721 -05 46 52.495
2020 11 14.558478 23 17 20.9742 -05 46 52.537
2020 11 14.559057 23 17 20.9718 -05 46 52.551
2020 11 14.560214 23 17 20.9727 -05 46 52.552
2020 11 14.560793 23 17 20.9684 -05 46 52.534
2020 11 14.561372 23 17 20.9705 -05 46 52.563
2020 11 14.561950 23 17 20.9674 -05 46 52.543
2020 11 14.562529 23 17 20.9686 -05 46 52.553
2020 11 14.563108 23 17 20.9664 -05 46 52.585
2020 11 14.564265 23 17 20.9633 -05 46 52.570
2020 11 14.565422 23 17 20.9617 -05 46 52.592
2020 11 14.566001 23 17 20.9616 -05 46 52.596
2020 11 14.567147 23 17 20.9609 -05 46 52.604
2020 11 14.567726 23 17 20.9616 -05 46 52.559
2020 11 14.568304 23 17 20.9574 -05 46 52.612
2020 11 14.568883 23 17 20.9578 -05 46 52.621
2020 11 14.569462 23 17 20.9556 -05 46 52.607
2020 11 14.570041 23 17 20.9547 -05 46 52.656
2020 11 14.570619 23 17 20.9592 -05 46 52.713
2020 11 14.571198 23 17 20.9577 -05 46 52.659
2020 11 14.571777 23 17 20.9567 -05 46 52.685
2020 11 14.572355 23 17 20.9526 -05 46 52.666
2020 11 14.572934 23 17 20.9541 -05 46 52.689
2020 11 14.573513 23 17 20.9561 -05 46 52.650
2020 11 14.574091 23 17 20.9512 -05 46 52.713
2020 11 14.574670 23 17 20.9545 -05 46 52.696
2020 11 14.575249 23 17 20.9501 -05 46 52.670
2020 11 14.575828 23 17 20.9477 -05 46 52.671
2020 11 14.576406 23 17 20.9518 -05 46 52.724
2020 11 14.576985 23 17 20.9477 -05 46 52.720
2020 11 14.577564 23 17 20.9485 -05 46 52.723
2020 11 14.578142 23 17 20.9479 -05 46 52.732
2020 11 14.578721 23 17 20.9475 -05 46 52.763
2020 11 14.579867 23 17 20.9451 -05 46 52.772
2020 11 14.580446 23 17 20.9453 -05 46 52.779
2020 11 14.581024 23 17 20.9455 -05 46 52.775
2020 11 14.581603 23 17 20.9445 -05 46 52.775
2020 11 14.582182 23 17 20.9414 -05 46 52.811
2020 11 14.582760 23 17 20.9444 -05 46 52.823
2020 11 14.583339 23 17 20.9431 -05 46 52.811
2020 11 14.583918 23 17 20.9411 -05 46 52.794
2020 11 14.584497 23 17 20.9396 -05 46 52.803
2020 11 14.585654 23 17 20.9378 -05 46 52.851
2020 11 14.586811 23 17 20.9366 -05 46 52.853
2020 11 14.587390 23 17 20.9370 -05 46 52.851
2020 11 14.587969 23 17 20.9344 -05 46 52.873
2020 11 14.588547 23 17 20.9347 -05 46 52.907
2020 11 14.589126 23 17 20.9368 -05 46 52.894
2020 11 14.589705 23 17 20.9342 -05 46 52.900
2020 11 14.590284 23 17 20.9328 -05 46 52.890
2020 11 14.590862 23 17 20.9339 -05 46 52.900
2020 11 14.591441 23 17 20.9326 -05 46 52.857
2020 11 14.592008 23 17 20.9309 -05 46 52.902
2020 11 14.592587 23 17 20.9313 -05 46 52.889
2020 11 14.593744 23 17 20.9282 -05 46 52.890
2020 11 14.594323 23 17 20.9285 -05 46 52.927
2020 11 14.594902 23 17 20.9277 -05 46 52.962
2020 11 14.595480 23 17 20.9264 -05 46 52.937
2020 11 14.596059 23 17 20.9280 -05 46 52.974
2020 11 14.596638 23 17 20.9262 -05 46 52.957
2020 11 14.597216 23 17 20.9247 -05 46 52.955
2020 11 14.597795 23 17 20.9253 -05 46 52.994
2020 11 14.598374 23 17 20.9219 -05 46 52.970
2020 11 14.598953 23 17 20.9244 -05 46 53.002
2020 11 14.599531 23 17 20.9227 -05 46 53.010
2020 11 14.600110 23 17 20.9207 -05 46 52.965
2020 11 14.600689 23 17 20.9209 -05 46 53.004
2020 11 14.601846 23 17 20.9187 -05 46 53.079
2020 11 14.602425 23 17 20.9198 -05 46 53.028
2020 11 14.603003 23 17 20.9196 -05 46 53.070
2020 11 14.603582 23 17 20.9182 -05 46 53.047
2020 11 14.604728 23 17 20.9156 -05 46 53.070
2020 11 14.605307 23 17 20.9156 -05 46 53.014
2020 11 14.605885 23 17 20.9164 -05 46 53.086
2020 11 14.606464 23 17 20.9155 -05 46 53.091
2020 11 14.607043 23 17 20.9154 -05 46 53.146
2020 11 14.607622 23 17 20.9124 -05 46 53.094
2020 11 14.608200 23 17 20.9138 -05 46 53.081
2020 11 14.608779 23 17 20.9107 -05 46 53.128
2020 11 14.609358 23 17 20.9097 -05 46 53.098
2020 11 14.609936 23 17 20.9101 -05 46 53.153
2020 11 14.610515 23 17 20.9112 -05 46 53.154
2020 11 14.611094 23 17 20.9096 -05 46 53.144
2020 11 14.611672 23 17 20.9093 -05 46 53.188
2020 11 14.612251 23 17 20.9072 -05 46 53.176
2020 11 14.612830 23 17 20.9070 -05 46 53.163
2020 11 14.613409 23 17 20.9039 -05 46 53.190
2020 11 14.613987 23 17 20.9044 -05 46 53.160
2020 11 14.615145 23 17 20.9056 -05 46 53.210
2020 11 14.615712 23 17 20.9050 -05 46 53.209
2020 11 14.616869 23 17 20.9027 -05 46 53.240
2020 11 14.617448 23 17 20.8990 -05 46 53.243
2020 11 14.618027 23 17 20.9019 -05 46 53.236
2020 11 14.618605 23 17 20.8990 -05 46 53.229
2020 11 14.619184 23 17 20.9000 -05 46 53.278
2020 11 14.619763 23 17 20.9007 -05 46 53.279
2020 11 14.620341 23 17 20.8986 -05 46 53.296
2020 11 14.621499 23 17 20.8966 -05 46 53.289
2020 11 14.622078 23 17 20.8972 -05 46 53.334
2020 11 14.623235 23 17 20.8939 -05 46 53.290
2020 11 14.623814 23 17 20.8950 -05 46 53.328
2020 11 14.624392 23 17 20.8924 -05 46 53.338
2020 11 14.624971 23 17 20.8907 -05 46 53.348
2020 11 14.625550 23 17 20.8944 -05 46 53.351
2020 11 15.490145 23 17 19.7306 -05 47  9.555
2020 11 15.493617 23 17 19.7246 -05 47  9.631
2020 11 15.494196 23 17 19.7241 -05 47  9.631
2020 11 15.494774 23 17 19.7226 -05 47  9.676
2020 11 15.495353 23 17 19.7194 -05 47  9.677
2020 11 15.496510 23 17 19.7184 -05 47  9.671
2020 11 15.498247 23 17 19.7155 -05 47  9.751
2020 11 15.498825 23 17 19.7147 -05 47  9.737
2020 11 15.499404 23 17 19.7117 -05 47  9.782
2020 11 15.499983 23 17 19.7132 -05 47  9.818
2020 11 15.500550 23 17 19.7120 -05 47  9.757
2020 11 15.501128 23 17 19.7117 -05 47  9.801
2020 11 15.502286 23 17 19.7073 -05 47  9.839
2020 11 15.502865 23 17 19.7065 -05 47  9.842
2020 11 15.503443 23 17 19.7053 -05 47  9.848
2020 11 15.504601 23 17 19.7049 -05 47  9.900
2020 11 15.505179 23 17 19.7009 -05 47  9.919
2020 11 15.505758 23 17 19.7029 -05 47  9.895
2020 11 15.506337 23 17 19.6993 -05 47  9.898
2020 11 15.506916 23 17 19.6991 -05 47  9.940
2020 11 15.507494 23 17 19.7008 -05 47  9.955
2020 11 15.508073 23 17 19.6974 -05 47  9.969
2020 11 15.508652 23 17 19.6981 -05 47  9.994
2020 11 15.509230 23 17 19.6950 -05 47 10.010
2020 11 15.509809 23 17 19.6961 -05 47  9.991
2020 11 15.510388 23 17 19.6924 -05 47 10.027
2020 11 15.510966 23 17 19.6917 -05 47 10.001
2020 11 15.511545 23 17 19.6906 -05 47 10.042
2020 11 15.512703 23 17 19.6897 -05 47 10.081
2020 11 15.513281 23 17 19.6886 -05 47 10.081
2020 11 15.513860 23 17 19.6879 -05 47 10.073
2020 11 15.514439 23 17 19.6858 -05 47 10.082
2020 11 15.516163 23 17 19.6845 -05 47 10.173
2020 11 15.516742 23 17 19.6838 -05 47 10.209
2020 11 15.517321 23 17 19.6846 -05 47 10.215
2020 11 15.518478 23 17 19.6800 -05 47 10.204
2020 11 15.519057 23 17 19.6802 -05 47 10.209
2020 11 15.519635 23 17 19.6766 -05 47 10.164
2020 11 15.520214 23 17 19.6783 -05 47 10.291
2020 11 15.521372 23 17 19.6750 -05 47 10.229
2020 11 15.521950 23 17 19.6741 -05 47 10.271
2020 11 15.522529 23 17 19.6745 -05 47 10.324
2020 11 15.523686 23 17 19.6703 -05 47 10.370
2020 11 15.524265 23 17 19.6705 -05 47 10.361
2020 11 15.524844 23 17 19.6682 -05 47 10.337
2020 11 15.525422 23 17 19.6644 -05 47 10.364
2020 11 15.526001 23 17 19.6669 -05 47 10.408
2020 11 15.526580 23 17 19.6658 -05 47 10.383
2020 11 15.527147 23 17 19.6619 -05 47 10.422
2020 11 15.527726 23 17 19.6652 -05 47 10.467
2020 11 15.528304 23 17 19.6621 -05 47 10.461
2020 11 15.528883 23 17 19.6618 -05 47 10.466
2020 11 15.529462 23 17 19.6595 -05 47 10.457
2020 11 15.532934 23 17 19.6542 -05 47 10.567
2020 11 15.533513 23 17 19.6520 -05 47 10.571
2020 11 15.534091 23 17 19.6526 -05 47 10.584
2020 11 15.534670 23 17 19.6500 -05 47 10.558
2020 11 15.535249 23 17 19.6451 -05 47 10.562
2020 11 15.535828 23 17 19.6446 -05 47 10.643
2020 11 15.536406 23 17 19.6483 -05 47 10.592
2020 11 15.536985 23 17 19.6460 -05 47 10.689
2020 11 15.538131 23 17 19.6453 -05 47 10.698
2020 11 15.538709 23 17 19.6406 -05 47 10.665
2020 11 15.539288 23 17 19.6401 -05 47 10.673
2020 11 15.540446 23 17 19.6392 -05 47 10.769
2020 11 15.541024 23 17 19.6375 -05 47 10.753
2020 11 15.583756 23 17 19.5597 -05 47 11.749
2020 11 15.584334 23 17 19.5587 -05 47 11.773
2020 11 15.588385 23 17 19.5502 -05 47 11.851
2020 11 15.589543 23 17 19.5467 -05 47 11.912
2020 11 15.591279 23 17 19.5423 -05 47 11.913
2020 11 15.591858 23 17 19.5432 -05 47 11.958
2020 11 16.489554 23 17 17.6807 -05 47 33.648
2020 11 16.491291 23 17 17.6759 -05 47 33.631
2020 11 16.491869 23 17 17.6754 -05 47 33.648
2020 11 16.492448 23 17 17.6719 -05 47 33.659
2020 11 16.493027 23 17 17.6730 -05 47 33.677
2020 11 16.494184 23 17 17.6726 -05 47 33.739
2020 11 16.494763 23 17 17.6662 -05 47 33.698
2020 11 16.495341 23 17 17.6675 -05 47 33.740
2020 11 16.495920 23 17 17.6675 -05 47 33.740
2020 11 16.496499 23 17 17.6638 -05 47 33.708
2020 11 16.497078 23 17 17.6605 -05 47 33.777
2020 11 16.497656 23 17 17.6637 -05 47 33.751
2020 11 16.498235 23 17 17.6596 -05 47 33.769
2020 11 16.499971 23 17 17.6554 -05 47 33.828
2020 11 16.501128 23 17 17.6517 -05 47 33.906
2020 11 16.501696 23 17 17.6507 -05 47 33.897
