Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
-297888581.8501323,-1.3472384271358102,0.015161792705640963,1.4487029043053212e-07,1.7839399263017142e-06
-297885317.39893323,-1.3472542770695257,0.015159020650570358,5.355527668005067e-07,1.7314346703756894e-06
-297799098.4069581,-1.3477181855404714,0.015099788483115863,9.098423063846894e-07,1.337438265004709e-06
-297798425.1781593,-1.3477226678631096,0.015099679965784716,3.881104433389737e-07,1.49943575662205e-06
-297794566.3813595,-1.3477446434883702,0.015098024282816353,1.1695213990581266e-06,1.3000186643696149e-06
