Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
13130517.28489282,-0.935280567133335,0.0038302877721397466,5.658606021530233e-07,1.3734185354175206e-06
13130605.384892797,-0.9352794570488997,0.0038301175997142558,1.8844293461217632e-06,1.137688144203959e-06
13216678.384869713,-0.9354447619685675,0.0038735337292383556,6.810185151362447e-07,1.292888232896916e-06
13302829.084846364,-0.9355963822190093,0.003855194529172979,1.1771183172637478e-07,1.000171967070057e-06
13561321.384774711,-0.9364523594042115,0.003767452942731833,2.2365959440051597e-07,8.539257849628917e-07
13647481.784750272,-0.9367288020624819,0.0038279503280176756,-8.557324280289436e-07,1.236109833640392e-06
13733621.884725558,-0.9369322767584541,0.0038650499124173445,6.549989923776423e-07,3.2870387592278533e-07
13905972.784675287,-0.9374071903361931,0.0037774347767449744,9.687196822483202e-09,1.7075712581736749e-06
13992142.984649766,-0.9377644294328795,0.0037376745990650344,1.240537281788079e-07,4.169100310440557e-07
14078272.384624014,-0.9381370811388523,0.003763581629863473,-7.566759480104324e-07,1.2910534047572315e-06
14164472.484598018,-0.9384465501195053,0.0038240224502717962,-2.1165969554814978e-07,7.486887448832427e-07
15112155.384302597,-0.9422304682269927,0.003752279437281064,1.046614108268784e-06,6.785587867096619e-07
15198302.684275324,-0.9425981201020143,0.0038136369963296013,-4.5484089816749673e-07,1.8983471153544325e-06
15370620.08422075,-0.9432325847340264,0.003787540361273521,1.1237457070434331e-06,8.66569801947787e-07
15801452.984084256,-0.9453120841926457,0.0038163697415594896,4.2289536206219225e-07,7.807292089164787e-07
15887621.384056894,-0.9456749414863255,0.003766861970929937,1.266957055823248e-06,7.141271978552965e-07
15973769.384029493,-0.9461253880948586,0.0037041314558678407,8.22177999904028e-07,1.0378371778424142e-07
16146105.983974513,-0.9471172721521012,0.0037388307424471834,1.013330476196117e-07,9.284344969474022e-07
16232274.183946934,-0.9475202142996406,0.003795118511873604,3.9531118123381503e-07,1.2349815023591192e-06
16404590.083891632,-0.9482694301602639,0.0037456683171817034,4.783922531448326e-07,1.4987623035960657e-06
16663043.483808462,-0.9497740678441042,0.003730341662817221,5.35815171009979e-07,1.067400120574255e-06
16749200.983780734,-0.9501890297714467,0.003782750088360386,-1.1592166110352409e-06,8.153655161147015e-07
