	id	timeframe	start_sec	end_sec	n_obs	duration_hours	residual_ra_last_mean	residual_ra_last_std	residual_dec_last_mean	residual_dec_last_std	start_dt	end_dt	weight_ra	weight_dec	mean_weight	weight_ra_scaled	weight_dec_scaled	mean_weight_scaled
260	337_nm0088	20	2.12546465e+08	2.12555106e+08	37	2.40026400e+00	1.45796227e-02	4.15173780e-02	-3.37370096e-02	3.41851087e-02	2006-09-26 12:41:05.201548	2006-09-26 15:05:06.151947	2.46825730e+13	3.64062826e+13	3.05444278e+13	4.05779000e+12	5.98515599e+12	5.02147299e+12
261	337_nm0088	21	2.12626745e+08	2.12637905e+08	59	3.10000800e+00	5.82768996e-04	2.49275288e-02	-2.31134220e-02	1.91023679e-02	2006-09-27 10:59:05.143944	2006-09-27 14:05:05.172743	6.84686576e+13	1.16593907e+14	9.25312824e+13	8.91385997e+12	1.51792338e+13	1.20465469e+13
262	673_nm0079	0	4.44923961e+07	4.44936982e+07	3	3.61694444e-01	4.87928607e-02	1.52755923e-02	9.51706589e-03	1.00000000e-02	2001-05-30 10:59:56.084934	2001-05-30 11:21:38.184933	1.82328328e+14	4.25451703e+14	3.03890016e+14	1.05267309e+14	2.45634655e+14	1.75450982e+14
263	673_nm0079	1	4.63039632e+07	4.63057032e+07	3	4.83333333e-01	-4.39209768e-02	1.78112006e-02	1.37645975e-04	1.69650142e-02	2001-06-20 10:12:43.184407	2001-06-20 10:41:43.184407	1.34110838e+14	1.47822932e+14	1.40966885e+14	7.74289283e+13	8.53456095e+13	8.13872689e+13
264	673_nm0079	2	4.63880322e+07	4.63890752e+07	2	2.89722222e-01	-3.31110675e-02	1.57944511e-02	-4.26428087e-03	1.00000000e-02	2001-06-21 09:33:52.184382	2001-06-21 09:51:15.184381	1.70545865e+14	4.25451703e+14	2.97998784e+14	1.20594138e+14	3.00839784e+14	2.10716961e+14
265	673_nm0079	3	5.06918001e+07	5.06924402e+07	3	1.77805556e-01	-4.50891303e-02	1.00000000e-02	5.76527067e-02	1.66756248e-02	2001-08-10 05:03:20.083068	2001-08-10 05:14:00.183068	4.25451703e+14	1.52998100e+14	2.89224902e+14	2.45634655e+14	8.83334944e+13	1.66984075e+14
266	673_nm0079	4	5.07847691e+07	5.07868521e+07	3	5.78611111e-01	-3.61947086e-02	1.00000000e-02	8.07295987e-02	2.26651909e-02	2001-08-11 06:52:49.083043	2001-08-11 07:27:32.083043	4.25451703e+14	8.28192899e+13	2.54135496e+14	2.45634655e+14	4.78157393e+13	1.46725197e+14
267	673_nm0079	5	5.08681851e+07	5.08699852e+07	3	5.00027778e-01	-1.19737371e-02	2.06765182e-02	4.63184998e-02	1.33842857e-02	2001-08-12 06:03:05.083022	2001-08-12 06:33:05.183021	9.95165819e+13	2.37497954e+14	1.68507268e+14	5.74559253e+13	1.37119507e+14	9.72877164e+13
268	673_nm0079	6	5.09562792e+07	5.09574252e+07	2	3.18333333e-01	-3.81338310e-02	1.16445593e-02	7.60865130e-02	3.78771868e-02	2001-08-13 06:31:19.182999	2001-08-13 06:50:25.182999	3.13764750e+14	2.96547888e+13	1.71709769e+14	2.21865182e+14	2.09691023e+13	1.21417142e+14
269	673_nm0079	7	5.19008861e+07	5.19011941e+07	2	8.55555555e-02	-8.83612535e-02	1.62556299e-02	1.79721955e-02	1.96973218e-02	2001-08-24 04:54:46.082782	2001-08-24 04:59:54.082782	1.61006222e+14	1.09656886e+14	1.35331554e+14	1.13848592e+14	7.75391275e+13	9.56938596e+13
270	673_nm0079	8	5.19927171e+07	5.19930542e+07	2	9.36388889e-02	-1.03372620e-01	2.48754605e-02	4.22532347e-02	1.00000000e-02	2001-08-25 06:25:17.082762	2001-08-25 06:30:54.182762	6.87555891e+13	4.25451703e+14	2.47103646e+14	4.86175433e+13	3.00839784e+14	1.74728664e+14
271	673_nm0079	9	5.20748671e+07	5.20755131e+07	3	1.79444444e-01	-9.79773541e-02	1.00000000e-02	1.02927200e-01	3.14529830e-02	2001-08-26 05:14:27.082745	2001-08-26 05:25:13.082745	4.25451703e+14	4.30057559e+13	2.34228729e+14	2.45634655e+14	2.48293847e+13	1.35232020e+14
272	673_nm0079	10	5.22513612e+07	5.22526642e+07	3	3.61944444e-01	-6.16050330e-02	1.93549403e-02	1.02678466e-02	1.00000000e-02	2001-08-28 06:16:01.182710	2001-08-28 06:37:44.182710	1.13570776e+14	4.25451703e+14	2.69511239e+14	6.55701181e+13	2.45634655e+14	1.55602387e+14
273	673_nm0079	11	7.80111148e+07	7.80133498e+07	2	6.20833333e-01	-4.44043410e-02	1.00000000e-02	6.13687099e-03	1.00000000e-02	2002-06-22 09:45:14.784350	2002-06-22 10:22:29.784350	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
274	673_nm0079	12	7.99039543e+07	7.99053254e+07	3	3.80861111e-01	5.97755383e-01	1.17704519e+00	-4.41083730e-01	7.79968549e-01	2002-07-14 07:32:34.283750	2002-07-14 07:55:25.383750	3.07088809e+10	6.99352424e+10	5.03220616e+10	1.77297807e+10	4.03771310e+10	2.90534558e+10
275	673_nm0079	13	8.04280682e+07	8.04286397e+07	2	1.58750000e-01	-5.37909380e-02	2.19647114e-02	-1.09509369e-02	2.64429939e-02	2002-07-20 09:07:48.183586	2002-07-20 09:17:19.683586	8.81859226e+13	6.08455773e+13	7.45157499e+13	6.23568639e+13	4.30243203e+13	5.26905921e+13
276	673_nm0079	14	8.05140710e+07	8.05146451e+07	2	1.59472222e-01	7.64666818e-03	1.00000000e-02	4.97218673e-02	1.70213592e-02	2002-07-21 09:01:10.983560	2002-07-21 09:10:45.083559	4.25451703e+14	1.46845890e+14	2.86148796e+14	3.00839784e+14	1.03835724e+14	2.02337754e+14
277	673_nm0079	15	1.12565754e+08	1.12566400e+08	2	1.79416667e-01	-1.20873879e-02	3.47457864e-02	-4.84279665e-02	1.00000000e-02	2003-07-27 08:15:54.483397	2003-07-27 08:26:40.383397	3.52408175e+13	4.25451703e+14	2.30346260e+14	2.49190210e+13	3.00839784e+14	1.62879403e+14
278	673_nm0079	16	1.13685766e+08	1.13686443e+08	2	1.88000000e-01	3.41187065e-02	1.03959813e-02	-5.53141077e-02	1.00000000e-02	2003-08-09 07:22:46.183081	2003-08-09 07:34:02.983081	3.93658189e+14	4.25451703e+14	4.09554946e+14	2.78358375e+14	3.00839784e+14	2.89599080e+14
279	673_nm0079	17	1.13771531e+08	1.13772276e+08	2	2.07027778e-01	4.07121970e-03	3.53049935e-02	-4.17057121e-02	2.75837498e-02	2003-08-10 07:12:10.583058	2003-08-10 07:24:35.883058	3.41332777e+13	5.59169734e+13	4.50251256e+13	2.41358721e+13	3.95392711e+13	3.18375716e+13
280	673_nm0079	18	1.13856917e+08	1.13857641e+08	2	2.01138889e-01	2.88514947e-02	1.00000000e-02	-2.34513595e-02	1.00000000e-02	2003-08-11 06:55:17.383035	2003-08-11 07:07:21.483035	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
281	673_nm0079	19	1.14891906e+08	1.14892634e+08	2	2.02138889e-01	2.11460830e-03	2.30415926e-02	-1.77909003e-02	1.20214130e-02	2003-08-23 06:25:05.982786	2003-08-23 06:37:13.682786	8.01355607e+13	2.94400965e+14	1.87268263e+14	5.66643984e+13	2.08172919e+14	1.32418659e+14
282	673_nm0079	20	1.17304188e+08	1.17304910e+08	2	2.00611111e-01	2.18612852e-02	1.00000000e-02	-2.58345830e-02	1.00000000e-02	2003-09-20 04:29:47.882417	2003-09-20 04:41:50.082416	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
283	673_nm0079	21	1.17392380e+08	1.17393138e+08	2	2.10527778e-01	-7.61294256e-03	1.00000000e-02	2.06627151e-03	1.38498152e-02	2003-09-21 04:59:40.482410	2003-09-21 05:12:18.382409	4.25451703e+14	2.21800392e+14	3.23626047e+14	3.00839784e+14	1.56836561e+14	2.28838173e+14
284	673_nm0079	22	1.19028665e+08	1.19029079e+08	2	1.14861111e-01	-5.34673204e-02	1.07614335e-02	5.50146819e-02	1.00000000e-02	2003-10-10 03:31:05.382369	2003-10-10 03:37:58.882369	3.67375350e+14	4.25451703e+14	3.96413526e+14	2.59773601e+14	3.00839784e+14	2.80306693e+14
285	673_nm0079	23	1.19114364e+08	1.19114853e+08	2	1.35888889e-01	4.12339441e-02	1.98465633e-02	8.17522619e-02	1.00000000e-02	2003-10-11 03:19:24.182371	2003-10-11 03:27:33.382371	1.08013898e+14	4.25451703e+14	2.66732800e+14	7.63773596e+13	3.00839784e+14	1.88608572e+14
286	673_nm0079	24	1.19203332e+08	1.19203854e+08	2	1.44888889e-01	1.99592242e-02	2.58986536e-02	4.96114826e-02	1.24515974e-02	2003-10-12 04:02:12.282374	2003-10-12 04:10:53.882374	6.34301725e+13	2.74410121e+14	1.68920147e+14	4.48519051e+13	1.94037258e+14	1.19444581e+14
287	673_nm0079	25	1.21448395e+08	1.21449018e+08	2	1.73055556e-01	-5.84233766e-02	2.70652679e-02	-4.07533961e-03	2.32253384e-02	2003-11-07 03:39:55.482621	2003-11-07 03:50:18.482621	5.80798661e+13	7.88726012e+13	6.84762336e+13	4.10686672e+13	5.57713511e+13	4.84200092e+13
288	673_nm0079	26	1.21530592e+08	1.21531177e+08	2	1.62444444e-01	-2.74002636e-02	1.00000000e-02	9.63336954e-02	1.00000000e-02	2003-11-08 02:29:52.282636	2003-11-08 02:39:37.082636	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
289	673_nm0079	27	1.39187855e+08	1.39188430e+08	3	1.59694444e-01	-8.99229880e-02	1.00000000e-02	2.68557630e-02	1.00000000e-02	2004-05-30 11:17:34.784910	2004-05-30 11:27:09.684910	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
290	673_nm0079	28	1.43579720e+08	1.43580220e+08	2	1.38833333e-01	9.57939970e-03	2.76930726e-02	-1.84780336e-03	1.00389326e-02	2004-07-20 07:15:20.083551	2004-07-20 07:23:39.883551	5.54763627e+13	4.22158158e+14	2.38817260e+14	3.92277123e+13	2.98510896e+14	1.68869304e+14
291	673_nm0079	29	1.43666114e+08	1.43666428e+08	2	8.74166666e-02	-9.82252831e-04	1.00000000e-02	-2.92928181e-02	1.00000000e-02	2004-07-21 07:15:13.583525	2004-07-21 07:20:28.283525	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
292	673_nm0079	30	1.43751406e+08	1.43751742e+08	2	9.32222222e-02	-1.96011519e-03	1.48333390e-02	-4.06573719e-02	1.29161800e-02	2004-07-22 06:56:46.483499	2004-07-22 07:02:22.083499	1.93362574e+14	2.55024609e+14	2.24193592e+14	1.36727987e+14	1.80329631e+14	1.58528809e+14
293	673_nm0079	31	1.44790683e+08	1.44791411e+08	3	2.02388889e-01	2.66717828e-02	1.00000000e-02	-5.31946345e-02	2.35804581e-02	2004-08-03 07:38:02.883189	2004-08-03 07:50:11.483189	4.25451703e+14	7.65148602e+13	2.50983282e+14	2.45634655e+14	4.41758751e+13	1.44905265e+14
294	673_nm0079	32	1.44875558e+08	1.44876546e+08	3	2.74527778e-01	-7.83452331e-02	1.19389203e-02	-1.45878538e-02	1.30497396e-02	2004-08-04 07:12:37.683165	2004-08-04 07:29:05.983165	2.98483382e+14	2.49831142e+14	2.74157262e+14	1.72329461e+14	1.44240077e+14	1.58284769e+14
295	673_nm0079	33	1.44961942e+08	1.44962857e+08	3	2.54055555e-01	-4.46383769e-02	1.25779609e-02	-1.04411531e-02	2.74850017e-02	2004-08-05 07:12:22.483141	2004-08-05 07:27:37.083141	2.68924137e+14	5.63194923e+13	1.62621815e+14	1.55263423e+14	3.25160740e+13	9.38897484e+13
296	673_nm0079	34	1.46946866e+08	1.46947784e+08	3	2.54861111e-01	2.49879668e-03	1.00000000e-02	3.32144771e-02	1.86114192e-02	2004-08-28 06:34:26.282672	2004-08-28 06:49:43.782672	4.25451703e+14	1.22826276e+14	2.74138989e+14	2.45634655e+14	7.09137834e+13	1.58274219e+14
297	673_nm0079	35	1.47032266e+08	1.47033235e+08	3	2.69250000e-01	-3.67691979e-02	1.00000000e-02	6.15167890e-02	1.00000000e-02	2004-08-29 06:17:45.982656	2004-08-29 06:33:55.282656	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
298	673_nm0079	36	1.50913537e+08	1.50914487e+08	3	2.63861111e-01	1.31391044e-01	1.38263167e-02	8.21461559e-02	2.56727793e-02	2004-10-13 04:25:37.282372	2004-10-13 04:41:27.182372	2.22554955e+14	6.45512256e+13	1.43553090e+14	1.28492163e+14	3.72686675e+13	8.28804154e+13
299	673_nm0079	37	1.50993638e+08	1.50994425e+08	3	2.18722222e-01	9.20269295e-02	2.02296733e-02	9.40712857e-02	1.66591265e-02	2004-10-14 02:40:37.582377	2004-10-14 02:53:44.982377	1.03961498e+14	1.53301291e+14	1.28631395e+14	6.00221988e+13	8.85085417e+13	7.42653702e+13
300	673_nm0079	38	1.73224330e+08	1.73224648e+08	2	8.81388889e-02	-1.52610007e-02	1.00000000e-02	-9.94946132e-03	1.08034297e-02	2005-06-28 09:52:10.384156	2005-06-28 09:57:27.684156	4.25451703e+14	3.64524702e+14	3.94988202e+14	3.00839784e+14	2.57757889e+14	2.79298836e+14
301	673_nm0079	39	1.73311327e+08	1.73311654e+08	2	9.07222222e-02	3.18259088e-03	3.06801423e-02	2.22526801e-02	1.00000000e-02	2005-06-29 10:02:07.284128	2005-06-29 10:07:33.884128	4.51996975e+13	4.25451703e+14	2.35325700e+14	3.19610126e+13	3.00839784e+14	1.66400398e+14
302	673_nm0079	40	2.04671398e+08	2.04672077e+08	3	1.88694444e-01	5.08724748e-03	1.00000000e-02	-5.16060181e-02	1.00000000e-02	2006-06-27 09:09:57.784201	2006-06-27 09:21:17.084201	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
303	673_nm0079	41	2.07693081e+08	2.07693352e+08	2	7.53611111e-02	-6.05861018e-02	1.00000000e-02	-1.45890970e-01	1.51558669e-02	2006-08-01 08:31:21.183245	2006-08-01 08:35:52.483245	4.25451703e+14	1.85220351e+14	3.05336027e+14	3.00839784e+14	1.30970566e+14	2.15905175e+14
304	673_nm0079	42	2.07781521e+08	2.07782428e+08	4	2.52166667e-01	-4.12724532e-02	1.02651354e-02	-3.03657475e-02	1.28069906e-02	2006-08-02 09:05:20.683219	2006-08-02 09:20:28.483219	4.03757780e+14	2.59391706e+14	3.31574743e+14	2.01878890e+14	1.29695853e+14	1.65787371e+14
305	673_nm0079	43	2.07865802e+08	2.07866631e+08	4	2.30222222e-01	9.15993442e-02	2.00587277e-02	9.56742320e-02	1.00000000e-02	2006-08-03 08:30:02.283195	2006-08-03 08:43:51.083195	1.05741021e+14	4.25451703e+14	2.65596362e+14	5.28705106e+13	2.12725851e+14	1.32798181e+14
306	673_nm0079	44	2.07955025e+08	2.07955299e+08	2	7.61388889e-02	-5.72739393e-02	1.64736790e-02	2.83561643e-02	2.55774042e-02	2006-08-04 09:17:05.283170	2006-08-04 09:21:39.383170	1.56772206e+14	6.50335309e+13	1.10902869e+14	1.10854690e+14	4.59856507e+13	7.84201704e+13
307	673_nm0079	45	2.12686601e+08	2.12686870e+08	2	7.47777778e-02	8.70322239e-02	1.00000000e-02	-5.86228526e-02	1.13451832e-02	2006-09-28 03:36:40.982342	2006-09-28 03:41:10.182342	4.25451703e+14	3.30542447e+14	3.77997075e+14	3.00839784e+14	2.33728806e+14	2.67284295e+14
308	673_nm0079	46	2.15017973e+08	2.15018425e+08	2	1.25527778e-01	-5.51479626e-02	1.00000000e-02	3.76610753e-02	2.33625863e-02	2006-10-25 03:12:52.982430	2006-10-25 03:20:24.882430	4.25451703e+14	7.79486199e+13	2.51700161e+14	3.00839784e+14	5.51179977e+13	1.77978891e+14
309	673_nm0079	47	2.39749354e+08	2.39750099e+08	2	2.06972222e-01	-6.40423734e-02	1.00000000e-02	-8.59460892e-02	1.88103862e-02	2007-08-07 09:02:34.183102	2007-08-07 09:14:59.283101	4.25451703e+14	1.20241626e+14	2.72846664e+14	3.00839784e+14	8.50236691e+13	1.92931727e+14
310	673_nm0079	48	2.39832622e+08	2.39833155e+08	3	1.47972222e-01	-7.64932062e-02	2.07336324e-02	-1.51967765e-02	2.03820447e-02	2007-08-08 08:10:22.083079	2007-08-08 08:19:14.783079	9.89690672e+13	1.02412924e+14	1.00690996e+14	5.71398176e+13	5.91281295e+13	5.81339735e+13
311	673_nm0079	49	2.43366792e+08	2.43367059e+08	2	7.39722222e-02	-8.01884656e-02	3.29427784e-02	-6.54588412e-02	1.39703755e-02	2007-09-18 05:53:12.482395	2007-09-18 05:57:38.782395	3.92039490e+13	2.17988762e+14	1.28596356e+14	2.77213782e+13	1.54141332e+14	9.09313551e+13
312	673_nm0079	50	2.43454238e+08	2.43454771e+08	3	1.48027778e-01	-1.58113930e-02	1.06865288e-02	-5.21766994e-02	1.00000000e-02	2007-09-19 06:10:37.782387	2007-09-19 06:19:30.682387	3.72543461e+14	4.25451703e+14	3.98997582e+14	2.15088067e+14	2.45634655e+14	2.30361361e+14
313	673_nm0079	51	2.65246953e+08	2.65247486e+08	3	1.48055556e-01	-1.41169472e-01	5.16940801e-02	2.18390550e-02	1.50875333e-02	2008-05-28 11:42:32.584980	2008-05-28 11:51:25.584980	1.59209377e+13	1.86901928e+14	1.01411433e+14	9.19195767e+12	1.07907879e+14	5.85499181e+13
314	673_nm0079	52	2.67577709e+08	2.67578241e+08	3	1.47944444e-01	4.58248787e-02	2.21859293e-02	-1.42020615e-01	3.10885292e-02	2008-06-24 11:08:28.584282	2008-06-24 11:17:21.184281	8.64360706e+13	4.40199875e+13	6.52280291e+13	4.99038887e+13	2.54149516e+13	3.76594201e+13
315	673_nm0079	53	2.67748097e+08	2.67748630e+08	3	1.48000000e-01	-3.68518940e-02	1.23202788e-02	-4.26902075e-04	1.74346732e-02	2008-06-26 10:28:16.984226	2008-06-26 10:37:09.784226	2.80291026e+14	1.39966029e+14	2.10128528e+14	1.61826100e+14	8.08094247e+13	1.21317762e+14
316	673_nm0079	54	2.75503453e+08	2.75503986e+08	3	1.48027778e-01	-3.79134745e-02	1.00000000e-02	-4.05305599e-02	1.00000000e-02	2008-09-24 04:44:13.282346	2008-09-24 04:53:06.182346	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
317	673_nm0079	55	2.75589286e+08	2.75589819e+08	3	1.48055556e-01	7.97438942e-03	1.72842826e-02	-7.52224762e-02	1.00000000e-02	2008-09-25 04:34:45.682341	2008-09-25 04:43:38.682341	1.42412316e+14	4.25451703e+14	2.83932009e+14	8.22217889e+13	2.45634655e+14	1.63928222e+14
318	673_nm0079	56	3.00238058e+08	3.00238375e+08	2	8.79166666e-02	-1.20819037e-01	8.32159559e-02	5.95396778e-02	5.84568698e-02	2009-07-07 11:27:38.483935	2009-07-07 11:32:54.983935	6.14379977e+12	1.24502810e+13	9.29704038e+12	4.34432248e+12	8.80367812e+12	6.57400030e+12
319	673_nm0079	57	3.00323370e+08	3.00323652e+08	2	7.84722222e-02	-4.65701089e-02	2.65381477e-02	4.33707950e-03	1.00000000e-02	2009-07-08 11:09:29.683907	2009-07-08 11:14:12.183907	6.04100300e+13	4.25451703e+14	2.42930866e+14	4.27163419e+13	3.00839784e+14	1.71778063e+14
320	673_nm0079	58	3.01436935e+08	3.01437484e+08	3	1.52333333e-01	-5.87787138e-03	1.00000000e-02	-3.86682458e-02	1.00000000e-02	2009-07-21 08:28:55.283549	2009-07-21 08:38:03.683549	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
321	673_nm0079	59	3.01525514e+08	3.01526080e+08	3	1.57333333e-01	9.89047292e-02	6.90309821e-02	-5.38194564e-02	1.00000000e-02	2009-07-22 09:05:13.883521	2009-07-22 09:14:40.283521	8.92816406e+12	4.25451703e+14	2.17189934e+14	5.15467792e+12	2.45634655e+14	1.25394667e+14
322	673_nm0079	60	3.01612716e+08	3.01612994e+08	2	7.71388889e-02	4.44920696e-03	1.07032220e-02	-6.48729245e-02	3.12313573e-02	2009-07-23 09:18:36.183495	2009-07-23 09:23:13.883494	3.71382299e+14	4.36182812e+13	2.07500290e+14	2.62606942e+14	3.08427824e+13	1.46724862e+14
323	673_nm0079	61	3.02653273e+08	3.02653868e+08	3	1.65388889e-01	-3.61550259e-02	1.00000000e-02	-3.35734543e-02	1.00000000e-02	2009-08-04 10:21:12.983183	2009-08-04 10:31:08.383183	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
324	673_nm0079	62	3.02738832e+08	3.02739104e+08	2	7.56666666e-02	-4.07078913e-02	1.86922514e-02	-9.22969532e-03	3.78823986e-02	2009-08-05 10:07:11.983158	2009-08-05 10:11:44.383158	1.21766280e+14	2.96466296e+13	7.57064548e+13	8.61017623e+13	2.09633329e+13	5.35325476e+13
325	673_nm0079	63	3.03684829e+08	3.03684829e+08	1	0.00000000e+00	-2.85313234e-02	3.27443120e-02	-6.36204480e-02	2.58181878e-02	2009-08-16 08:53:49.082905	2009-08-16 08:53:49.082905	3.96806271e+13	6.38261656e+13	5.17533963e+13	3.96806271e+13	6.38261656e+13	5.17533963e+13
326	673_nm0079	64	3.03767322e+08	3.03767595e+08	2	7.58055555e-02	-6.00356300e-02	1.00000000e-02	3.92305068e-03	1.00000000e-02	2009-08-17 07:48:41.882885	2009-08-17 07:53:14.782885	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
327	673_nm0079	65	3.06267853e+08	3.06268404e+08	3	1.53250000e-01	-5.75340793e-02	2.31679918e-02	-2.84341851e-02	1.23005468e-02	2009-09-15 06:24:12.682429	2009-09-15 06:33:24.382429	7.92635435e+13	2.81191009e+14	1.80227276e+14	4.57628281e+13	1.62345705e+14	1.04054267e+14
328	673_nm0079	66	3.06353568e+08	3.06354102e+08	3	1.48083333e-01	-5.36080808e-02	1.97177070e-02	1.76982292e-02	1.00000000e-02	2009-09-16 06:12:48.482419	2009-09-16 06:21:41.582419	1.09430264e+14	4.25451703e+14	2.67440984e+14	6.31795925e+13	2.45634655e+14	1.54407124e+14
329	673_nm0079	67	3.06437319e+08	3.06437852e+08	3	1.48083333e-01	-2.14609164e-02	1.00000000e-02	5.97427869e-02	1.00000000e-02	2009-09-17 05:28:38.882411	2009-09-17 05:37:31.982411	4.25451703e+14	4.25451703e+14	4.25451703e+14	2.45634655e+14	2.45634655e+14	2.45634655e+14
330	673_nm0079	68	3.08853361e+08	3.08853713e+08	2	9.78055556e-02	-6.45271890e-02	1.00000000e-02	-5.13775203e-03	3.09783143e-02	2009-10-15 04:36:00.882351	2009-10-15 04:41:52.982351	4.25451703e+14	4.43337739e+13	2.34892738e+14	3.00839784e+14	3.13487122e+13	1.66094248e+14
331	673_nm0079	69	3.11003879e+08	3.11004146e+08	2	7.40555556e-02	7.95413667e-02	1.03230745e-02	5.18763941e-02	1.34866680e-02	2009-11-09 01:57:59.082614	2009-11-09 02:02:25.682614	3.99238252e+14	2.33905769e+14	3.16572011e+14	2.82304076e+14	1.65396355e+14	2.23850215e+14
332	673_nm0079	70	3.31860920e+08	3.31861211e+08	2	8.08055555e-02	4.62244349e-02	1.00000000e-02	-1.90367922e-03	1.00000000e-02	2010-07-08 11:35:20.283924	2010-07-08 11:40:11.183924	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
333	673_nm0079	71	3.32983970e+08	3.32984261e+08	2	8.07222222e-02	2.73915398e-02	1.00000000e-02	-2.38047927e-03	2.99591735e-02	2010-07-21 11:32:49.983566	2010-07-21 11:37:40.583566	4.25451703e+14	4.74013390e+13	2.36426521e+14	3.00839784e+14	3.35178083e+13	1.67178796e+14
334	673_nm0079	72	3.33067864e+08	3.33068168e+08	2	8.43055555e-02	3.72352052e-03	1.00000000e-02	-1.03662278e-01	1.00000000e-02	2010-07-22 10:51:04.383539	2010-07-22 10:56:07.883539	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
335	673_nm0079	73	3.34103196e+08	3.34103504e+08	2	8.54166666e-02	-1.14388494e-02	1.53954744e-02	-8.88019794e-02	1.00000000e-02	2010-08-03 10:26:36.183224	2010-08-03 10:31:43.683224	1.79499860e+14	4.25451703e+14	3.02475782e+14	1.26925569e+14	3.00839784e+14	2.13882676e+14
336	673_nm0079	74	3.34273740e+08	3.34274076e+08	2	9.32500000e-02	-9.94014131e-02	1.29644656e-02	-1.05842531e-01	1.00000000e-02	2010-08-05 09:49:00.283176	2010-08-05 09:54:35.983176	2.53128488e+14	4.25451703e+14	3.39290095e+14	1.78988870e+14	3.00839784e+14	2.39914327e+14
337	673_nm0079	75	3.35312484e+08	3.35312832e+08	2	9.66111111e-02	2.92970708e-02	1.96848985e-02	-7.45974051e-02	2.25782319e-02	2010-08-17 10:21:23.882904	2010-08-17 10:27:11.682904	1.09795340e+14	8.34584677e+13	9.66269040e+13	7.76370296e+13	5.90140484e+13	6.83255390e+13
338	673_nm0079	76	3.35398787e+08	3.35399146e+08	2	9.98055555e-02	-1.33493717e-02	1.00000000e-02	7.54022587e-02	1.89845315e-02	2010-08-18 10:19:46.582883	2010-08-18 10:25:45.882883	4.25451703e+14	1.18045789e+14	2.71748746e+14	3.00839784e+14	8.34709779e+13	1.92155381e+14
339	673_nm0079	77	3.35476813e+08	3.35477133e+08	2	8.91111111e-02	1.39239371e-02	1.00000000e-02	-3.04636036e-03	1.00000000e-02	2010-08-19 08:00:12.682864	2010-08-19 08:05:33.482864	4.25451703e+14	4.25451703e+14	4.25451703e+14	3.00839784e+14	3.00839784e+14	3.00839784e+14
340	673_nm0079	78	3.43146568e+08	3.43146835e+08	2	7.40555556e-02	6.99054505e-04	1.75631968e-02	-3.25210959e-02	1.00000000e-02	2010-11-16 02:29:28.382742	2010-11-16 02:33:54.982742	1.37925043e+14	4.25451703e+14	2.81688373e+14	9.75277333e+13	3.00839784e+14	1.99183759e+14
341	673_nm0079	79	3.43232897e+08	3.43233190e+08	2	8.13055556e-02	1.14367711e-02	1.00000000e-02	-7.56567595e-02	1.58837936e-02	2010-11-17 02:28:17.182761	2010-11-17 02:33:09.882761	4.25451703e+14	1.68632700e+14	2.97042202e+14	3.00839784e+14	1.19241326e+14	2.10040555e+14
342	673_nm0079	80	3.43319325e+08	3.43319592e+08	2	7.42222222e-02	-1.07589052e-02	1.01558917e-02	-3.95997244e-02	1.00000000e-02	2010-11-18 02:28:45.282780	2010-11-18 02:33:12.482780	4.12490685e+14	4.25451703e+14	4.18971194e+14	2.91674960e+14	3.00839784e+14	2.96257372e+14
343	673_nm0079	81	4.03460074e+08	4.03460778e+08	6	1.95500000e-01	-2.10503319e-03	2.55616386e-02	-1.27445421e-02	2.83880199e-02	2012-10-14 04:14:34.082381	2012-10-14 04:26:17.882381	6.51137767e+13	5.27934524e+13	5.89536146e+13	2.65825880e+13	2.15528367e+13	2.40677124e+13
